"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Brazil","2010","Total","Female","24","Census - de jure - complete tabulation","Final figure, complete","2011","1754248",""
"Brazil","2010","Total","Female","25","Census - de jure - complete tabulation","Final figure, complete","2011","1729872",""
"Brazil","2010","Total","Female","25 - 29","Census - de jure - complete tabulation","Final figure, complete","2011","8643419",""
"Brazil","2010","Total","Female","26","Census - de jure - complete tabulation","Final figure, complete","2011","1667163",""
"Brazil","2010","Total","Female","27","Census - de jure - complete tabulation","Final figure, complete","2011","1756309",""
"Brazil","2010","Total","Female","28","Census - de jure - complete tabulation","Final figure, complete","2011","1777879",""
"Brazil","2010","Total","Female","29","Census - de jure - complete tabulation","Final figure, complete","2011","1712196",""
"Brazil","2010","Total","Female","30","Census - de jure - complete tabulation","Final figure, complete","2011","1785240",""
"Brazil","2010","Total","Female","30 - 34","Census - de jure - complete tabulation","Final figure, complete","2011","8026854",""
"Brazil","2010","Total","Female","31","Census - de jure - complete tabulation","Final figure, complete","2011","1604353",""
"Brazil","2010","Total","Female","32","Census - de jure - complete tabulation","Final figure, complete","2011","1616671",""
"Brazil","2010","Total","Female","33","Census - de jure - complete tabulation","Final figure, complete","2011","1523907",""
"Brazil","2010","Total","Female","34","Census - de jure - complete tabulation","Final figure, complete","2011","1496683",""
"Brazil","2010","Total","Female","35","Census - de jure - complete tabulation","Final figure, complete","2011","1522780",""
"Brazil","2010","Total","Female","35 - 39","Census - de jure - complete tabulation","Final figure, complete","2011","7121915",""
"Brazil","2010","Total","Female","36","Census - de jure - complete tabulation","Final figure, complete","2011","1419081",""
"Brazil","2010","Total","Female","37","Census - de jure - complete tabulation","Final figure, complete","2011","1413539",""
"Brazil","2010","Total","Female","38","Census - de jure - complete tabulation","Final figure, complete","2011","1386788",""
"Brazil","2010","Total","Female","39","Census - de jure - complete tabulation","Final figure, complete","2011","1379727",""
"Brazil","2010","Total","Female","40","Census - de jure - complete tabulation","Final figure, complete","2011","1458121",""
"Brazil","2010","Total","Female","40 - 44","Census - de jure - complete tabulation","Final figure, complete","2011","6688796",""
"Brazil","2010","Total","Female","41","Census - de jure - complete tabulation","Final figure, complete","2011","1316498",""
"Brazil","2010","Total","Female","42","Census - de jure - complete tabulation","Final figure, complete","2011","1342824",""
"Brazil","2010","Total","Female","43","Census - de jure - complete tabulation","Final figure, complete","2011","1273411",""
"Brazil","2010","Total","Female","44","Census - de jure - complete tabulation","Final figure, complete","2011","1297942",""
"Brazil","2010","Total","Female","45","Census - de jure - complete tabulation","Final figure, complete","2011","1326973",""
"Brazil","2010","Total","Female","45 - 49","Census - de jure - complete tabulation","Final figure, complete","2011","6141338",""
"Brazil","2010","Total","Female","46","Census - de jure - complete tabulation","Final figure, complete","2011","1277761",""
"Brazil","2010","Total","Female","47","Census - de jure - complete tabulation","Final figure, complete","2011","1231074",""
"Brazil","2010","Total","Female","48","Census - de jure - complete tabulation","Final figure, complete","2011","1164125",""
"Brazil","2010","Total","Female","49","Census - de jure - complete tabulation","Final figure, complete","2011","1141405",""
"Brazil","2010","Total","Female","50","Census - de jure - complete tabulation","Final figure, complete","2011","1185532",""
"Brazil","2010","Total","Female","50 - 54","Census - de jure - complete tabulation","Final figure, complete","2011","5305407",""
"Brazil","2010","Total","Female","51","Census - de jure - complete tabulation","Final figure, complete","2011","1043550",""
"Brazil","2010","Total","Female","52","Census - de jure - complete tabulation","Final figure, complete","2011","1072188",""
"Brazil","2010","Total","Female","53","Census - de jure - complete tabulation","Final figure, complete","2011","1003881",""
"Brazil","2010","Total","Female","54","Census - de jure - complete tabulation","Final figure, complete","2011","1000256",""
"Brazil","2010","Total","Female","55","Census - de jure - complete tabulation","Final figure, complete","2011","981986",""
"Brazil","2010","Total","Female","55 - 59","Census - de jure - complete tabulation","Final figure, complete","2011","4373877",""
"Brazil","2010","Total","Female","56","Census - de jure - complete tabulation","Final figure, complete","2011","923370",""
"Brazil","2010","Total","Female","57","Census - de jure - complete tabulation","Final figure, complete","2011","846389",""
"Brazil","2010","Total","Female","58","Census - de jure - complete tabulation","Final figure, complete","2011","831864",""
"Brazil","2010","Total","Female","59","Census - de jure - complete tabulation","Final figure, complete","2011","790268",""
"Brazil","2010","Total","Female","60","Census - de jure - complete tabulation","Final figure, complete","2011","828340",""
"Brazil","2010","Total","Female","60 - 64","Census - de jure - complete tabulation","Final figure, complete","2011","3468085",""
"Brazil","2010","Total","Female","61","Census - de jure - complete tabulation","Final figure, complete","2011","685880",""
"Brazil","2010","Total","Female","62","Census - de jure - complete tabulation","Final figure, complete","2011","696871",""
"Brazil","2010","Total","Female","63","Census - de jure - complete tabulation","Final figure, complete","2011","647505",""
"Brazil","2010","Total","Female","64","Census - de jure - complete tabulation","Final figure, complete","2011","609489",""
"Brazil","2010","Total","Female","65","Census - de jure - complete tabulation","Final figure, complete","2011","612257",""
"Brazil","2010","Total","Female","65 - 69","Census - de jure - complete tabulation","Final figure, complete","2011","2616745",""
"Brazil","2010","Total","Female","66","Census - de jure - complete tabulation","Final figure, complete","2011","554433",""
"Brazil","2010","Total","Female","67","Census - de jure - complete tabulation","Final figure, complete","2011","517554",""
"Brazil","2010","Total","Female","68","Census - de jure - complete tabulation","Final figure, complete","2011","481535",""
"Brazil","2010","Total","Female","69","Census - de jure - complete tabulation","Final figure, complete","2011","450966",""
"Brazil","2010","Total","Female","70","Census - de jure - complete tabulation","Final figure, complete","2011","508323",""
"Brazil","2010","Total","Female","70 - 74","Census - de jure - complete tabulation","Final figure, complete","2011","2074264",""
"Brazil","2010","Total","Female","71","Census - de jure - complete tabulation","Final figure, complete","2011","407322",""
"Brazil","2010","Total","Female","72","Census - de jure - complete tabulation","Final figure, complete","2011","399311",""
"Brazil","2010","Total","Female","73","Census - de jure - complete tabulation","Final figure, complete","2011","375966",""
"Brazil","2010","Total","Female","74","Census - de jure - complete tabulation","Final figure, complete","2011","383342",""
"Brazil","2010","Total","Female","75","Census - de jure - complete tabulation","Final figure, complete","2011","347796",""
"Brazil","2010","Total","Female","75 - 79","Census - de jure - complete tabulation","Final figure, complete","2011","1472930",""
"Brazil","2010","Total","Female","76","Census - de jure - complete tabulation","Final figure, complete","2011","300854",""
"Brazil","2010","Total","Female","77","Census - de jure - complete tabulation","Final figure, complete","2011","288022",""
"Brazil","2010","Total","Female","78","Census - de jure - complete tabulation","Final figure, complete","2011","279883",""
"Brazil","2010","Total","Female","79","Census - de jure - complete tabulation","Final figure, complete","2011","256375",""
"Brazil","2010","Total","Female","80","Census - de jure - complete tabulation","Final figure, complete","2011","267401",""
"Brazil","2010","Total","Female","80 - 84","Census - de jure - complete tabulation","Final figure, complete","2011","998349",""
"Brazil","2010","Total","Female","81","Census - de jure - complete tabulation","Final figure, complete","2011","203290",""
"Brazil","2010","Total","Female","82","Census - de jure - complete tabulation","Final figure, complete","2011","193899",""
"Brazil","2010","Total","Female","83","Census - de jure - complete tabulation","Final figure, complete","2011","176495",""
"Brazil","2010","Total","Female","84","Census - de jure - complete tabulation","Final figure, complete","2011","157264",""
"Brazil","2010","Total","Female","85","Census - de jure - complete tabulation","Final figure, complete","2011","138790",""
"Brazil","2010","Total","Female","85 - 89","Census - de jure - complete tabulation","Final figure, complete","2011","508724",""
"Brazil","2010","Total","Female","86","Census - de jure - complete tabulation","Final figure, complete","2011","117267",""
"Brazil","2010","Total","Female","87","Census - de jure - complete tabulation","Final figure, complete","2011","100588",""
"Brazil","2010","Total","Female","88","Census - de jure - complete tabulation","Final figure, complete","2011","81920",""
"Brazil","2010","Total","Female","89","Census - de jure - complete tabulation","Final figure, complete","2011","70159",""
"Brazil","2010","Total","Female","90","Census - de jure - complete tabulation","Final figure, complete","2011","67510",""
